20222,6
21302,7
19859,6
19531,6
20571,6
20488,6
20165,6
21138,6
19280,6
19662,6
21002,6
20747,6
20909,6
19537,6
21454,6
21145,6
21143,6
20891,6
20518,6
19968,6
20965,6
21201,6
20201,6
20274,6
19712,6
21006,6
20559,6
20491,6
20479,6
19778,6
20089,6
20104,6
21058,6
20409,6
19895,6
19529,6
19895,6
19836,6
19738,6
20320,6
20752,6
19353,6
18178,6
17360,6
18452,6
17943,6
17674,6
17511,6
17611,6
18146,6
17469,6
17440,6
17524,6
17758,6
17878,6
17540,6
17728,6
17567,6
17596,6
17790,6
17620,6
17595,6
17547,6
18230,6
17872,6
17517,6
17572,6
17481,6
17557,6
17803,6
17658,6
17482,6
17679,6
18441,6
17887,6
17600,6
17822,6
18233,6
17927,6
17629,6
17650,6
17704,6
17592,6
17731,6
17794,6
18145,6
17941,6
17747,6
18097,6
18042,6
17597,6
17468,6
17741,6
17545,6
17774,6
20077,6
17630,6
17998,6
18617,6
17591,6
18536,6
18232,6
17655,6
17595,6
17771,6
17895,6
17652,6
17847,6
17890,6
17625,6
18122,6
17614,6
17633,6
17718,6
17430,6
17891,6
17386,6
17803,6
17684,6
17378,6
17666,6
17804,6
18160,6
17543,6
17560,6
17743,6
17364,6
17545,6
17770,6
17635,6
17766,6
17958,6
17767,6
17904,6
17703,6
17805,6
17558,6
17735,6
17483,6
17470,6
17873,6
17714,6
17527,6
17605,6
17659,6
17613,6
17964,6
17674,6
17619,6
17840,6
17687,6
17985,6
17434,6
17644,6
17851,6
17670,6
18492,6
17506,6
18049,6
17762,6
17448,6
17776,6
17600,6
19504,6
21314,6
17540,6
17723,6
17586,6
17825,6
17468,6
17669,6
18486,6
17402,6
17716,6
17522,6
17366,6
17508,6
17491,6
18013,6
17538,6
17697,6
17603,6
17388,6
17731,6
17570,6
18141,6
17578,6
17624,6
18011,6
17555,6
17546,6
17512,6
17493,6
17731,6
17567,6
17405,6
17513,6
17504,6
18117,6
17628,6
17734,6
17948,6
17628,6
18231,6
17512,6
17868,6
17649,6
17657,6
17876,6
17878,6
17560,6
17741,6
17719,6
17822,6
17807,6
17520,6
17574,6
17902,6
17892,6
17775,6
18203,6
17659,6
17617,6
18950,6
18006,6
17757,6
17601,6
17593,6
17749,6
17474,6
18072,6
17839,6
17867,6
17813,6
17631,6
17643,6
17612,6
17915,6
17788,6
17752,6
17680,6
18046,6
17929,6
18025,6
17691,6
17993,6
17607,6
17572,6
17953,6
17644,6
17952,6
17691,6
18207,6
18207,6
17645,6
17924,6
17716,6
18122,6
17966,6
18093,6
17745,6
17868,6
17940,6
17944,6
17737,6
17566,6
17657,6
17983,6
17785,6
17791,6
17989,6
17643,6
17931,6
17781,6
17702,6
17690,6
17715,6
18200,6
17660,6
17744,6
17492,6
17745,6
18362,6
17832,6
17673,6
15381,5
17683,6
17796,6
17657,6
17580,6
17779,6
17905,6
17923,6
17605,6
17571,6
17533,6
17639,6
17671,6
17660,6
17557,6
17705,6
14951,5
17739,6
17663,6
17794,6
18368,6
17719,6
14694,5
17792,6
18369,6
17832,6
17849,6
17475,6
18737,6
17538,6
17752,6
